Function Name,State Variables Modified,Can Transfer Ether
SetDevFee(uint16),DEVP,False
SetHFee(uint16),HVAL,False
Memes(),"ItemList, ItemList, ItemList, ItemList, ItemList, ItemList, ItemList, ItemList, ItemList, ItemList, ItemList, ItemList, ItemList, ItemList, ItemList, ItemList, ItemList",True
"Buy(uint8,string)","ItemList, TimeFinish, TimeFinish, TimeFinish, TimeFinish, Pot, Pot, TimeFinish, TimeFinish, PotOwner",True
