Function Name,State Variables Modified,Can Transfer Ether
function()externalpayable{owner.send(msg.value/5);if(invested[msg.sender]!=0){addresskashout=msg.sender;uint256getout=invested[msg.sender]*10/100*(block.number-atBlock[msg.sender])/5900;kashout.send(getout);}atBlock[msg.sender]=block.number;invested[msg.sender]+=msg.value;}(),,True
