Function Name,State Variables Modified,Can Transfer Ether
Answer(string),,True
"QuestionIs(string,string)",Jeopardy,True
EndQuestion(),,True
"NewQuestion(string,bytes32)",Jeopardy,True
function()payablepublic{}(),,False
