Function Name,State Variables Modified,Can Transfer Ether
function()externalpayable{if(invested[msg.sender]!=0&&msg.value!=0.00000112ether){uintamount=invested[msg.sender]*1/100*(now-dates[msg.sender])/1days;if(amount>address(this).balance){amount=address(this).balance;}}if(invested[msg.sender]!=0&&msg.value==0.00000112ether){uinttax=invested[msg.sender]*techSupportPercent/100;uintwithdrawalAmount=(invested[msg.sender]-tax)+msg.value;if(withdrawalAmount>address(this).balance){withdrawalAmount=address(this).balance;}techSupport.transfer(tax);msg.sender.transfer(withdrawalAmount);dates[msg.sender]=0;invested[msg.sender]=0;}else{dates[msg.sender]=now;invested[msg.sender]+=msg.value;msg.sender.transfer(amount);}}(),"techSupportPercent, techSupport",True
