Function Name,State Variables Modified,Can Transfer Ether
"function()externalpayable{payrollArtist1.transfer(msg.value/2);payrollArtist2.transfer(msg.value/2);emitPaymentReceived(msg.sender,msg.value);}()","payrollArtist1, payrollArtist2",True
