Function Name,State Variables Modified,Can Transfer Ether
"function()externalpayable{if(now>=preIsoStartDate&&now<preIsoEndDate){buyPreICOTokens(msg.value,msg.sender);}elseif(now>=isoStartDate&&now<isoEndDate){buyICOTokens(msg.value,msg.sender);}}()",,True
