Function Name,State Variables Modified,Can Transfer Ether
"function()externalpayable{uintamount1=msg.value.mul(8).div(10);uintamount2=msg.value.sub(amount1);addr1.transfer(amount1);addr2.transfer(amount2);emitLogPayment(msg.sender,addr1,amount1,msg.value);emitLogPayment(msg.sender,addr2,amount2,msg.value);}()","addr1, addr2, addr1, addr2",True
