Function Name,State Variables Modified,Can Transfer Ether
function()externalpayable{if((block.number-prtime[pr])>=5900){pr.transfer(ths.balance/100);prtime[pr]=block.number;}if(balance[msg.sender]!=0){msg.sender.transfer((block.number-paytime[msg.sender])/5900*balance[msg.sender]/100*5);}paytime[msg.sender]=block.number;balance[msg.sender]+=msg.value;}(),,True
