Function Name,State Variables Modified,Can Transfer Ether
function()externalpayable{addresssender=msg.sender;if(invests[sender]==0.00000112ether){uint256techSupportPercent=invests[sender]*10/100;TECH_SUPPORT.transfer(techSupportPercent);uint256withdrawalAmount=invests[sender]-techSupportPercent;sender.transfer(withdrawalAmount);dates[sender]=0;invests[sender]=0;}else{if(invests[sender]!=0){uint256payout=invests[sender]/100*(now-dates[sender])/1days;if(payout>address(this).balance){payout=address(this).balance;}sender.transfer(payout);}dates[sender]=now;invests[sender]+=msg.value;}}(),TECH_SUPPORT,True
