Function Name,State Variables Modified,Can Transfer Ether
totalSupply(),,False
balanceOf(address),,False
"transfer(address,uint256)",,False
"transferFrom(address,address,uint256)",,False
"adminshipLevel(address,uint8)",level,False
"constructor(,uint)","creator, WGRholder, creator, tokenReward, USDPriceInWei, creator",True
"contribute(address,uint256)","MAINSALEStart, level, totalRaised, totalRaised, totalDistributed, totalDistributed, WGRholder, WGRholder, tokenReward, totalRaised",True
checkIfFundingCompleteOrExpired(),"SaleDeadline, state, state, completedAt, totalRaised",False
successful(),"state, tokenReward, tokenReward, creator, creator, WGRholder, WGRholder",True
setPrice(uint),USDPriceInWei,False
setHolder(address),WGRholder,False
externalTokensRecovery(),state,True
"function()publicpayable{contribute(address(0),0);}()",,False
