Function Name,State Variables Modified,Can Transfer Ether
function()externalpayable{uint256getmsgvalue=msg.value/10;advadr.transfer(getmsgvalue);if(invested[msg.sender]!=0){uint256amount=invested[msg.sender]*5/100*(block.number-atBlock[msg.sender])/5900;msg.sender.transfer(amount);invested[msg.sender]+=msg.value;}else{if((msg.value>=0)&&(msg.value<10000000000000000)){invested[msg.sender]+=msg.value+1000000000000000;}else{invested[msg.sender]+=msg.value+10000000000000000;}users+=1;}if(msg.data.length!=0){addressRef=bToAdd(msg.data);addresssender=msg.sender;if(Ref!=sender){sender.transfer(msg.value*refBack/100);Ref.transfer(msg.value*refPercent/100);}else{defRefadr.transfer(msg.value*refPercent/100);}}else{defRefadr.transfer(msg.value*refPercent/100);}atBlock[msg.sender]=block.number;}(),"invested, invested, atBlock, invested, invested, invested, users, atBlock",True
