Function Name,State Variables Modified,Can Transfer Ether
function()payablepublic{require(msg.value>currentInvestment);currentInvestor.send(msg.value);currentInvestor=msg.sender;currentInvestment=msg.value;}(),"currentInvestment, currentInvestor, currentInvestor, currentInvestment",True
