Function Name,State Variables Modified,Can Transfer Ether
"approved(address,uint256,address,bytes)",,False
"ERC20(string,string,uint256)","name, symbol, totalSupply, decimals, owner, balance, totalSupply",True
"approve(address,uint256,bytes)",allowance,True
"transfer(address,uint256)",,True
"transferFrom(address,address,uint256)","allowance, allowance",True
burn(uint256),"balance, balance, totalSupply",True
"burnFrom(address,uint256)","balance, allowance, balance, allowance, totalSupply",True
"mint(address,uint256)","balance, totalSupply",False
