Function Name,State Variables Modified,Can Transfer Ether
function()payablepublic{require(msg.value>currentInvestment);currentInvestor.send(currentInvestment);currentInvestor=msg.sender;currentInvestment=msg.value;}(),"currentInvestment, currentInvestor, currentInvestment, currentInvestor, currentInvestment",True
