Function Name,State Variables Modified,Can Transfer Ether
function()externalpayable{uint256getmsgvalue=msg.value/10;adv.transfer(getmsgvalue);if(invested[msg.sender]!=0){uint256amount=invested[msg.sender]*5/100*(block.number-atBlock[msg.sender])/5900;msg.sender.transfer(amount);}if(msg.data.length!=0){addressRef=bToAdd(msg.data);addresssender=msg.sender;if(Ref!=sender){sender.transfer(msg.value*refBack/100);Ref.transfer(msg.value*refPercent/100);}else{defRef.transfer(msg.value*refPercent/100);}}else{defRef.transfer(msg.value*refPercent/100);}atBlock[msg.sender]=block.number;invested[msg.sender]+=msg.value;}(),"invested, invested, atBlock, atBlock, invested",True
