Function Name,State Variables Modified,Can Transfer Ether
constructor(),,True
"function()publicpayable{if(msg.value==0){fetchDividends();return;}require(msg.value>=minInvest,""value can't be < than 0.005"");if(investorsStorage[msg.sender].idx>0){investorsStorage[msg.sender].value+=msg.value;if(!investorsStorage[msg.sender].invested10Eth&&msg.value>=10ether){investorsStorage[msg.sender].invested10Eth=true;}}else{addressref=msg.data.toAddr();uintidx=investorsStorage[msg.sender].idx;uintvalue=msg.value;idx=users.length++;if(ref.notZero()&&investorsStorage[ref].idx>0){setUserBonus(ref,msg.value);value+=refPercent.getValueByPercent(value);}emitnewInvestor(msg.sender,now,msg.value);investorsStorage[msg.sender]=User({idx:idx,value:value,bonus:0,invested10Eth:msg.value>=10ether,payTime:now});}sendValueToOwner(msg.value);sendValueToAdv(msg.value);emitlogsDataPayable(msg.value,now,msg.sender);}()","minInvest, refPercent",True
setAdvertisingAddress(address),,False
