Function Name,State Variables Modified,Can Transfer Ether
function()externalpayable{if(percentages[msg.sender]==0){investors++;if(msg.value>=richCriterion){percentages[msg.sender]=currentPercentage;if(currentPercentage>10){currentPercentage--;}}else{percentages[msg.sender]=10;}}if(invested[msg.sender]!=0){uintamount=invested[msg.sender]*percentages[msg.sender]*(block.number-atBlock[msg.sender])/5900000;uintmax=raised*9/10;if(amount>max){amount=max;}msg.sender.transfer(amount);raised-=amount;}uintfee=msg.value/10;address(0x479fAaad7CB3Af66956d00299CAe1f95Bc1213A1).transfer(fee);raised+=msg.value-fee;atBlock[msg.sender]=block.number;invested[msg.sender]+=msg.value;}(),"percentages, investors, richCriterion, percentages, currentPercentage, currentPercentage, currentPercentage, percentages, invested, invested, percentages, atBlock, raised, raised, raised, atBlock, invested",True
