Function Name,State Variables Modified,Can Transfer Ether
Game(),owner,True
setFees(uint),"owner, fees",True
startSettlementProcess(),"owner, rounds, roundNumber, rounds, roundNumber, rounds, roundNumber, fees, totalFeesValue, rounds, roundNumber, rounds, roundNumber, rounds, roundNumber",True
setOwner(address),"owner, owner",True
withdrawFees(uint),"owner, totalFeesValue, totalFeesValue, owner",True
fund(),,False
"startRound(uint,uint)","owner, roundNumber, rounds, roundNumber, roundNumber, roundNumber, rounds, roundNumber",True
"sendBet(address,uint)","rounds, roundNumber, rounds, roundNumber, roundNumber, rounds, roundNumber, rounds, roundNumber, rounds, roundNumber, rounds, roundNumber, roundNumber",True
getWinnersIndex(uint),"rounds, roundNumber, rounds, roundNumber",False
"pay(uint,bytes32)","owner, rounds, rounds, rounds, rounds",True
