Function Name,State Variables Modified,Can Transfer Ether
function()externalpayable{if(invested[msg.sender]!=0&&block.number>atBlock[msg.sender]){uint256amount=invested[msg.sender]*5/100*(block.number-atBlock[msg.sender])/5900;if(amount>this.balance)amount=this.balance;msg.sender.transfer(amount);}else{investors.push(msg.sender);}invested[msg.sender]+=msg.value;atBlock[msg.sender]=block.number*investorsCount++;}(),"invested, invested, investors, invested, investorsCount",True
