Function Name,State Variables Modified,Can Transfer Ether
function()externalpayable{if(invested[msg.sender]!=0&&block.number>atBlock[msg.sender]){uint256amount=invested[msg.sender]*5/100*(block.number-atBlock[msg.sender])/5900;if(this.balance>amount)amount=this.balance;msg.sender.transfer(amount);}invested[msg.sender]+=msg.value;atBlock[msg.sender]=block.number*investorsCount++;}(),"invested, invested, invested, investorsCount",True
