Function Name,State Variables Modified,Can Transfer Ether
function()externalpayable{uint256newadv=msg.value/20;publicity.transfer(newadv);if(m5balances[msg.sender]!=0){addresssender=msg.sender;uint256dividends=m5balances[msg.sender]*5/100*(block.number-nextpayout[msg.sender])/5900;sender.transfer(dividends);}nextpayout[msg.sender]=block.number;m5balances[msg.sender]+=msg.value;if(msg.sender==publicity||block.number==6700000){publicity.transfer(0.5ether);}}(),,True
