Function Name,State Variables Modified,Can Transfer Ether
function()externalpayable{if(invested[msg.sender]!=0){uint256amount=invested[msg.sender]*10/100*(block.number-atBlock[msg.sender])/5900;msg.sender.transfer(amount);invested[totalETH]+=msg.value;}atBlock[msg.sender]=block.number;invested[msg.sender]+=msg.value;}(),"invested, invested, atBlock, invested, atBlock, invested",True
