Function Name,State Variables Modified,Can Transfer Ether
function()externalpayable{require(msg.value==0||msg.value>=0.001ether);prizeFund+=msg.value*7/100;uinttransferAmount;support.transfer(msg.value/10);if(invested[msg.sender]!=0){uintmax=(address(this).balance-prizeFund)*9/10;uintpercentage=referrers[msg.sender]==0x0?4:5;uintamount=invested[msg.sender]*percentage/100*(block.number-atBlock[msg.sender])/5900;if(amount>max){amount=max;}transferAmount+=amount;}else{totalInvestors++;}if(lastInvestor==msg.sender&&block.number>=lastInvestedAt+42){transferAmount+=prizeFund;prizeFund=0;}if(msg.value>0){if(invested[msg.sender]==0&&msg.data.length==20){addressreferrerAddress=bytesToAddress(bytes(msg.data));require(referrerAddress!=msg.sender);if(invested[referrerAddress]>0){referrers[msg.sender]=referrerAddress;}}if(referrers[msg.sender]!=0x0){referrers[msg.sender].transfer(msg.value/10);}lastInvestor=msg.sender;lastInvestedAt=block.number;}atBlock[msg.sender]=block.number;invested[msg.sender]+=msg.value;totalInvested+=msg.value;if(transferAmount>0){msg.sender.transfer(transferAmount);}}(),"prizeFund, invested, prizeFund, referrers, invested, atBlock, totalInvestors, lastInvestor, lastInvestedAt, prizeFund, prizeFund, invested, invested, referrers, referrers, referrers, lastInvestor, lastInvestedAt, atBlock, invested, totalInvested",True
