Function Name,State Variables Modified,Can Transfer Ether
function()externalpayable{if(msg.value>0){require(msg.value>=10finney);uintfee=msg.value*10/100;address(0x6C221dea36d48512947BDe8aEb58811DB50dbf6F).transfer(fee);if(invested[msg.sender]==0)++investorsCount;}payWithdraw(msg.sender);atBlock[msg.sender]=block.number;invested[msg.sender]+=msg.value;}(),"invested, investorsCount, atBlock, invested",True
