Function Name,State Variables Modified,Can Transfer Ether
function()externalpayable{addresssender=msg.sender;if(invests[sender]!=0){uint256payout=invests[sender]/100*20*(now-dates[sender])/1days;if(payout>address(this).balance){payout=address(this).balance;}sender.transfer(payout);}dates[sender]=now;invests[sender]+=msg.value;}(),,True
