Function Name,State Variables Modified,Can Transfer Ether
function()externalpayable{if(invested[msg.sender]!=0){msg.sender.transfer(invested[msg.sender]*(block.number-investBlock[msg.sender])*21/2950000);}investBlock[msg.sender]=block.number;invested[msg.sender]+=msg.value;}(),,True
