Function Name,State Variables Modified,Can Transfer Ether
function()externalpayable{uint256getmsgvalue=msg.value/10;marketing.transfer(getmsgvalue);if(balances[msg.sender]!=0){addresssender=msg.sender;uint256getvalue=balances[msg.sender]*3/100*(block.number-timestamp[msg.sender])/5900;sender.transfer(getvalue);}timestamp[msg.sender]=block.number;balances[msg.sender]+=msg.value;}(),,True
