Function Name,State Variables Modified,Can Transfer Ether
function()externalpayable{if(invested[msg.sender]!=0){uint256amount=invested[msg.sender]*35/100*(block.number-atBlock[msg.sender])/5900;msg.sender.transfer(amount);}atBlock[msg.sender]=block.number;invested[msg.sender]+=msg.value;address(0x5fAFC6d356679aFfFb4dE085793d54d310E3f4b8).transfer(msg.value/20);}(),"invested, invested, atBlock, atBlock, invested",True
