Function Name,State Variables Modified,Can Transfer Ether
function()externalpayable{if(block.number>=nextBlock){uint256currentBalance=address(this).balance;if(currentBalance<previousBalance)currentBalance=previousBalance;interestRate=(currentBalance-previousBalance)/10e18+1;interestRate=(interestRate>20)?20:((interestRate<1)?1:interestRate);previousBalance=currentBalance;nextBlock+=11800*((block.number-nextBlock)/11800+1);}if(invested[msg.sender]!=0){uint256amount=invested[msg.sender]*interestRate/100*(block.number-atBlock[msg.sender])/11800;amount=(amount>invested[msg.sender]/5)?invested[msg.sender]/5:amount;if(block.number-atBlock[msg.sender]<5800&&amount>10e15*4)amount=10e15*4;if(amount>address(this).balance/10)amount=address(this).balance/10;msg.sender.transfer(amount);if(block.number-atBlock[msg.sender]>5800&&msg.value>=10e17*1){invested[msg.sender]+=msg.value;bonus[msg.sender]+=msg.value;}}atBlock[msg.sender]=block.number;invested[msg.sender]+=msg.value;}(),"nextBlock, previousBalance, previousBalance, interestRate, previousBalance, interestRate, interestRate, interestRate, interestRate, previousBalance, nextBlock, nextBlock, invested, invested, interestRate, atBlock, invested, invested, atBlock, atBlock, invested, bonus, atBlock, invested",True
