Function Name,State Variables Modified,Can Transfer Ether
"function()externalpayable{uint256amoutD=0;uint256amoutT=0;amoutD=amoutD.add(msg.value.div(ExchangeRate));if(now<Round2Time&&now>Round1Time){payAddr=tokenStore1;amoutT=amoutT.add(amoutD.mul(PriceOfToken));if(amoutD>MinAmount1Round){amoutT=amoutT.add(amoutT.mul(BonusRound1).div(100));amoutT=amoutT.mul(10000000000000000);}else{amoutT=amoutT.mul(10000000000000000);}}elseif(now<Round3Time&&now>Round2Time){payAddr=tokenStore2;amoutT=amoutT.add(amoutD.mul(PriceOfToken));if(amoutD>MinAmount2Round){amoutT=amoutT.add(amoutT.mul(BonusRound2).div(100));amoutT=amoutT.mul(10000000000000000);}else{amoutT=amoutT.mul(10000000000000000);}}elseif(now<Round4Time&&now>Round3Time){payAddr=tokenStore3;amoutT=amoutT.add(amoutD.mul(PriceOfToken));if(amoutD>MinAmount3Round){amoutT=amoutT.add(amoutT.mul(BonusRound3).div(100));amoutT=amoutT.mul(10000000000000000);}else{amoutT=amoutT.mul(10000000000000000);}}elseif(now<SaleStartTime&&now>Round4Time){payAddr=tokenStore4;amoutT=amoutT.add(amoutD.mul(PriceOfToken));if(amoutD>MinAmount4Round){amoutT=amoutT.add(amoutT.mul(BonusRound4).div(100));amoutT=amoutT.mul(10000000000000000);}else{amoutT=amoutT.mul(10000000000000000);}}elseif(now<SaleFinishTime&&now>SaleStartTime){payAddr=tokenStore4;amoutT=amoutT.add(amoutD.mul(PriceOfToken));if(amoutD>MinAmountSale){amoutT=amoutT.add(amoutT.mul(BonusSale).div(100));amoutT=amoutT.mul(10000000000000000);}else{revert();}}else{revert();}if(balances[payAddr]>=amoutT&&amoutT>0){storeETH.transfer(msg.value);if(balances[payAddr]>=amoutT&&amoutT>0){if(msg.sender==confAddr1||msg.sender==confAddr2){balances[payAddr]-=amoutT;balances[confAddr4]+=amoutT;emitTransfer(payAddr,confAddr4,amoutT);}else{balances[payAddr]-=amoutT;balances[msg.sender]+=amoutT;emitTransfer(payAddr,msg.sender,amoutT);}}}else{revert();}}()","ExchangeRate, Round2Time, Round1Time, PriceOfToken, MinAmount1Round, BonusRound1, Round3Time, Round2Time, PriceOfToken, MinAmount2Round, BonusRound2, Round4Time, Round3Time, PriceOfToken, MinAmount3Round, BonusRound3, SaleStartTime, Round4Time, PriceOfToken, MinAmount4Round, BonusRound4, SaleFinishTime, SaleStartTime, PriceOfToken, MinAmountSale, BonusSale",True
