Function Name,State Variables Modified,Can Transfer Ether
"TEMTicket(address,uint256,uint256)","TEMWallet, maxAttendees, userAmount, startTime",False
function()payableexternal{getTicket(msg.sender);}(),,True
getTicket(address),"startTime, FEE, userId, userAmount, userAmount, maxAttendees, userId, userAmount, id2Addr, userAmount",False
withdraw(),TEMWallet,True
