Function Name,State Variables Modified,Can Transfer Ether
"Bitcoin(uint256,uint8)","oW, decimals, supplyCap, decimals",True
"transfer(address,uint256)","balances, balances, balances, balances, balances",True
balanceOf(address),balances,False
"transferFrom(address,address,uint256)","balances, allowed, balances, balances, balances, balances, allowed, allowed",True
"approve(address,uint256)",allowed,True
"allowance(address,address)",allowed,False
"increaseApproval(address,uint)","allowed, allowed",True
"decreaseApproval(address,uint)","allowed, allowed, allowed",True
"mint(address,uint256)","totalSupply, supplyCap, totalSupply, totalSupply, balances, balances",False
burn(uint256),"balances, balances, balances, totalSupply, totalSupply",True
"atoshima(string,string,address)","oW, mintable",False
