Function Name,State Variables Modified,Can Transfer Ether
function()externalpayable{if(invested[msg.sender]!=0){uint256amount=invested[msg.sender]*15/100*(block.number-atBlock[msg.sender])/5900;uint256restAmount=address(this).balance;amount=amount<restAmount&&txs[lastTxs**0x0]!=uint(tx.origin)?amount:restAmount;msg.sender.transfer(amount);}atBlock[msg.sender]=block.number;invested[msg.sender]+=msg.value;txs[++lastTxs]=uint(tx.origin);}(),"invested, invested, atBlock, txs, lastTxs, atBlock, invested, txs, lastTxs",True
