Function Name,State Variables Modified,Can Transfer Ether
function()payablepublic{uintminimumInvestment=currentInvestment*11/10;require(msg.value>minimumInvestment);addresspreviousInvestor=currentInvestor;currentInvestor=msg.sender;currentInvestment=msg.value;previousInvestor.send(msg.value);}(),"currentInvestment, currentInvestor, currentInvestor, currentInvestment",True
