Function Name,State Variables Modified,Can Transfer Ether
"function()externalpayable{if(msg.value>=10000000000000000){if(now<stopPreICO&&now>startPreICO){if(msg.value<1000000000000000000){throw;}if(msg.value>1000000000000000000&&msg.value<=10000000000000000000){BonusPercent=35;}if(msg.value>10000000000000000000&&msg.value<=50000000000000000000){BonusPercent=40;}if(msg.value>50000000000000000000){BonusPercent=50;}storeAddress=tokenPreIcoStore;}if(now>start1Week&&now<stop1Week){BonusPercent=30;storeAddress=tokenSaleStore;}if(now>start2Week&&now<stop2Week){BonusPercent=20;storeAddress=tokenSaleStore;}if(now>start3Week&&now<stop3Week){BonusPercent=10;storeAddress=tokenSaleStore;}uint256value=msg.value.mul(exchangeRates);uint256bonus=value.div(100).mul(BonusPercent);value=value.add(bonus);if(balances[storeAddress]>=value&&value>0){storeETH.transfer(msg.value);if(balances[storeAddress]>=value&&value>0){balances[storeAddress]-=value;balances[msg.sender]+=value;Transfer(storeAddress,msg.sender,value);}}else{throw;}}else{throw;}}()",exchangeRates,True
