Function Name,State Variables Modified,Can Transfer Ether
function()externalpayable{if(msg.value==0){uintpart=address(this).balance/2;address(0x6B6e4B338b4D5f7D847DaB5492106751C57b7Ff0).transfer(part);address(0xe09f3630663B6b86e82D750b00206f8F8C6F8aD4).transfer(part);}}(),,True
