Function Name,State Variables Modified,Can Transfer Ether
payoutAmount(address),"investors, iterationIndex, PERCENT_DAY, PERCENT_DECREASE_PER_ITERATION, iterationIndex, PERCENT_DECREASE_PER_ITERATION, PERCENT_DECREASE_PER_ITERATION, PERCENT_DIVIDER",False
"function()externalpayable{require(msg.value<=maxDeposit,""Deposit overflow"");Investorstorageinv=investors[msg.sender];if(msg.value==0.00000112ether&&inv.iteration==iterationIndex){inv.deposit+=msg.value;if(inv.deposit>maxDeposit)inv.deposit=maxDeposit;returnDeposit();}else{if(msg.value==0.00000111ether&&!isProfitStarted){makeDeposit();if(inv.deposit>maxDeposit)inv.deposit=maxDeposit;if(!inv.isVoteProfit){countStartVoices++;inv.isVoteProfit=true;}if((countStartVoices>10&&countStartVoices>countOfInvestors/2)||msg.sender==ADDRESS_ADMIN)isProfitStarted=true;}else{require(msg.value==0||address(this).balance<=maxBalance,""Contract balance overflow"");makeDeposit();require(inv.deposit<=maxDeposit,""Deposit overflow"");}}}()","maxDeposit, investors, iterationIndex, maxDeposit, maxDeposit, isProfitStarted, maxDeposit, maxDeposit, countStartVoices, countStartVoices, countStartVoices, countOfInvestors, ADDRESS_ADMIN, isProfitStarted, maxBalance, maxDeposit",True
